uname,mid,level,sex,send_time,like,is_sub,text
清风与酒sk,400480989,5,保密,2021-04-21 21:49:35,6,True,最主要的是：所有东西都还算是华为自己的！
__若只如初见,145625114,5,男,2021-04-25 21:59:29,1,True,回复 @西南之人 :你去看看百度自动驾驶实测吧😅😅
没有设置一,325659305,5,保密,2021-04-25 23:34:18,0,True,回复 @西南之人 :来发个链接
Oo谷晴蝶oO,32412948,6,男,2021-04-26 21:40:44,0,True,回复 @西南之人 :你再看看百度的夜间自动驾驶吧[辣眼睛]被华为吊打
不会弹琴的小小王,205671408,5,男,2021-04-27 10:56:22,1,True,回复 @西南之人 :固定路障+只会右转=最先进[打call]
会微积分的点电荷,400568745,5,保密,2021-04-21 23:38:04,218,False,我忽然明白为什么任正非坚决反对华为造车，这是怕华为把别人都挤死了，树敌太多的后果会很可怕，这是深刻理解了敌人少少，朋友多多这句话的结果[吃瓜]
小孩子只讲对错,478810587,5,男,2021-04-23 09:21:23,6,True,就是商业决策，算过账的理性选择
酸不溜丘,231900816,5,男,2021-04-23 18:41:45,14,True,确实，能干死所有人，但没必要
xLQuBZY5ETSprv,61199514,5,保密,2021-04-23 21:52:52,20,True,华为更适合计算方面的工作，你让它搞电动机和机械部件肯定搞不过老牌电动车厂家（电动车居然都要用老牌这个词了），但和别人合作就是双赢
夏饺子酱,180877,6,男,2021-04-24 17:36:23,1,True,哈哈哈。几个千亿级别的公司vs估值万亿的公司
真暴风雪,10922083,6,保密,2021-04-25 10:53:56,15,True,回复 @Elaman0117 :可惜的是他有整套电控，有设备有产品其中就有电机
叶安心-,269863808,6,保密,2021-04-27 21:29:17,7,True,回复 @Elaman0117 :然而华为的发动机已经开始碾压老牌厂商了[吃瓜]
kimi_darega,36133747,5,保密,2021-04-28 21:48:37,3,True,因为没必要，造车硬件需要积累经验，华为不是干这个的，从头开始太难。软件方面他数一数二，用软件占领市场不好吗
㤅-,8696590,5,保密,2021-05-02 23:00:08,1,True,回复 @Elaman0117 :华为电控是真的牛 当初从华为变频器出来的的人现在已经做到国内几家最大的变频器厂家了
say-colorful,95671573,5,保密,2021-05-04 00:32:46,2,True,回复 @Elaman0117 :不一定吧，听说华为的光伏业界很强，光伏需要逆变，和车载的电机控制器原理上有很多共通之处，也是逆变器拓扑，所以研发起点还是有的
糖醋魚,1956689,5,保密,2021-05-20 21:00:06,0,True,和电视圈一样的，华为原来只提供方案，结果进来一个瞎搞的，华为只能跳出来做出了个标杆[笑哭]
闻道刘,430157805,4,男,2021-05-21 21:05:21,0,True,然而华为已经收购了好几家造车企业[滑稽]
麦格里芬,17381644,5,保密,2021-07-13 10:46:14,0,True,回复 @闻道刘 :迟早的事[滑稽]
我再熬夜就属猪,386757825,5,男,2021-04-18 00:02:18,225,False,[呆]再看看理想小鹏和蔚来，感觉就是在闹着玩
没滑轮的鼠标,240893506,5,保密,2021-04-18 01:39:56,62,True,一出手就怎么厉害，我还专门去官网看了，真的是写全自动驾驶，没加辅助。。
KeperFaner,12417211,6,保密,2021-04-18 07:28:08,20,True,小鹏做的也还行，至少比特斯拉强
依然-w,321193987,5,保密,2021-04-18 09:21:03,2,True,片尾蔚来
见证历史展望未来,375789445,5,保密,2021-04-18 13:11:39,0,True,回复 @依然-w :那是车主恶搞自己贴的贴纸。
solar_yan,85230517,5,保密,2021-04-18 15:00:56,2,True,蔚来都已经是三年前的平台了，二代平台明年年初交付，是全自动驾驶，不存在闹着玩一说，极狐这款hi版年底上市，也是明年年初交付，接近40万，配置落后ET7一大截，消费者会理性选择的
噪音,116,5,保密,2021-04-18 16:15:58,15,True,回复 @solar_yan :别搞好不好华为都说了今年第四季度交付，到你这扯到明年年底，而且蔚来那啥自动驾驶啊[笑哭]笑死人了别
solar_yan,85230517,5,保密,2021-04-18 16:36:35,3,True,回复 @ひろすえ涼子 :你眼神有问题吧？我什么时候说明年年底了？蔚来et7先去了解一下，下半年就会有测试视频出来，不用着急下结论
冰之烽火,1468463,5,保密,2021-04-18 19:27:25,0,True,小鹏也有和大疆合作，19号上海车展可以看看
亏绿檀木hi,263758870,5,保密,2021-04-18 20:17:00,1,True,别急啊兄嘚，蔚来也很强的，算力，300线激光雷达，任少卿加入
我再熬夜就属猪,386757825,5,男,2021-04-18 21:17:41,0,True,回复 @宇宙中心大韩冥国 :[doge]拭目以待
天下第一键圣,2914216,6,男,2021-04-19 10:30:23,11,True,回复 @宇宙中心大韩冥国 :300线激光雷达[滑稽][滑稽] 你是在搞笑吗？你知道激光雷达多贵吗[笑哭]还300线，300线激光雷达几万美元，当然你用华为的解决方案就另说了，华为是价格屠夫，128线激光雷达直接给干到200美元。
亏绿檀木hi,263758870,5,保密,2021-04-19 10:46:01,0,True,回复 @哔里哔里电影 :Momenta也是世界最强的自动驾驶技术公司之一，其中最大的功臣任少卿去年年底被蔚来重金挖走了，在momenta的时候任少卿一个人贡献了90％的论文。很多人为了追随任才去的momenta，想必任离开会带走一批人才
哭泣的青鸟,54719951,5,女,2021-04-19 22:07:46,0,True,回复 @哔里哔里电影 :华为价格屠夫？？？笑死我了
solar_yan,85230517,5,保密,2021-04-19 22:22:54,0,True,回复 @哔里哔里电影 :先去了解一下蔚来ET7的配置再来说吧~~800万像素摄像头，300线激光雷达，1000多tops的orin芯片，这都是白纸黑字写出来的~如果有疑问可以上蔚来官网看看，动动手指就行，看看不要钱~
天下第一键圣,2914216,6,男,2021-04-20 00:45:53,0,True,回复 @solar_yan :300线的激光雷达？他从哪里来？
solar_yan,85230517,5,保密,2021-04-20 08:54:36,0,True,免费送你一条致富信息，不用谢。均胜电子称，将为蔚来汽车日前上市的量产轿车ET7提供超远距离高精度激光雷达。据蔚来创始人李斌介绍，ET7搭载的这款激光雷达拥有120度超广视角，等效300线的超高分辨率，最远探测距离可达500米，并拥有聚焦功能，可分辨更多细节。另外，该激光雷达采用1550纳米激光，很好地避开了人眼敏感的900纳米波长，在性能提升的同时，能更好地照顾他人安全。
我再熬夜就属猪,386757825,5,男,2021-04-20 09:09:46,1,True,回复 @solar_yan :[doge]坐等
solar_yan,85230517,5,保密,2021-04-20 10:25:54,0,True,回复 @哔里哔里电影 :solar_yan免费送你一条致富信息，不用谢。均胜电子称，将为蔚来汽车日前上市的量产轿车ET7提供超远距离高精度激光雷达。据蔚来创始人李斌介绍，ET7搭载的这款激光雷达拥有120度超广视角，等效300线的超高分辨率，最远探测距离可达500米，并拥有聚焦功能，可分辨更多细节。另外，该激光雷达采用1550纳米激光，很好地避开了人眼敏感的900纳米波长，在性能提升的同时，能更好地照顾他人安全。
犬来叭荒w,29050614,5,女,2021-04-20 13:40:12,0,True,蔚来的算力只有那么多还能做出高速noa，小鹏p7没有激光雷达。华为强强在软硬件一体，其他几家都不差，只是硬件没跟上，蔚来et7也很牛逼的。所以世界自动驾驶厉害的都在中国了，百度那玩意做了这么久真不行，小马智行的还可以
账号已注销,509269517,0,保密,2021-04-20 16:57:41,0,True,回复 @哔里哔里电影 :雷达白菜价？[滑稽][滑稽][滑稽][吃瓜][吃瓜][呲牙][呲牙][呲牙]
账号已注销,509269517,0,保密,2021-04-20 16:58:08,4,True,回复 @solar_yan :老哥，你到底买了多少未来的股票？😂😂😂😂
天下第一键圣,2914216,6,男,2021-04-20 17:03:37,1,True,回复 @独行者MAX :对啊 相较于之前不是白菜价是什么[OK][OK][OK]
起源跃动,589395939,4,男,2021-04-20 18:35:19,0,True,回复 @见证历史展望未来 :有传感器
我再熬夜就属猪,386757825,5,男,2021-04-20 19:08:45,0,True,回复 @犬来叭荒w :加油[微笑]
啊quan-a,492554943,5,男,2021-04-21 21:09:24,5,True,回复 @KeperFaner :有刹车的哪个不比特斯拉强？[doge]
solar_yan,85230517,5,保密,2021-04-21 21:37:21,0,True,回复 @互联网真的有记忆吗 :orin的工程芯片早就发布了，极狐这款高配ADS年底才能量产，想提车也要明年一季度了……这基本上和蔚来上市时间一致，蔚来价格44万300线激光雷达，1000tops算力，极狐这款顶配120线，400tops，接近40万售价，是你的话选哪款？
solar_yan,85230517,5,保密,2021-04-21 22:05:54,0,True,回复 @solar_yan :年内上市……交付的话……不抬杠，咱们可以拭目以待
solar_yan,85230517,5,保密,2021-04-21 22:18:17,0,True,回复 @互联网真的有记忆吗 :是的，老黄的芯片，大概率是要延期交付了……
QY起源,335256144,5,保密,2021-04-22 12:55:44,0,True,回复 @Dbdbddd :300线?那这车得要多贵?
亏绿檀木hi,263758870,5,保密,2021-04-22 13:10:04,0,True,回复 @QY起源 :不贵
亏绿檀木hi,263758870,5,保密,2021-04-22 13:10:27,0,True,回复 @QY起源 :也就四十多万[doge]
Boowwwwwwwwww,419212324,4,保密,2021-04-22 22:04:27,0,True,说的你好像会买这车一样
我再熬夜就属猪,386757825,5,男,2021-04-22 22:21:04,0,True,回复 @施可馨爸爸 :[呆]好像不能说？
xLQuBZY5ETSprv,61199514,5,保密,2021-04-23 21:54:07,1,True,蔚来闹着玩那基本上大家都是闹着玩了
xLQuBZY5ETSprv,61199514,5,保密,2021-04-23 21:56:06,1,True,回复 @solar_yan :老黄的ai也是一流的，但的确，看产能怕是空气汽车[笑哭]
我再熬夜就属猪,386757825,5,男,2021-04-24 10:21:52,0,True,回复 @Elaman0117 :也还好，蔚来的电跑挺酷的
小小橥,25681982,4,男,2021-04-24 16:29:55,0,True,蔚来还行，估计会成为竞品的就只有蔚来了，其他的差的有点远，自动驾驶这块现在还真的中国最强了
我再熬夜就属猪,386757825,5,男,2021-04-24 20:00:48,0,True,回复 @小小橥 :我不知道百度研发了这么多年研发了什么
泪落惊枫,22825370,5,男,2021-04-27 12:32:33,0,True,小鹏那车还行
WWW_TTT_FFF,43618146,6,男,2021-04-29 01:12:13,2,True,回复 @solar_yan :人等效300线到你这里咋成300线了[笑哭]
想到好名字再说,1529164295,5,男,2021-08-09 20:08:33,0,True,回复 @solar_yan :英伟达官宣是2023年量产254TPOS算力车规级芯片，蔚来拿什么量产[笑哭]而且芯片并行运算吃带宽，要是搞分时系统的自动驾驶一旦复杂场景单一数据量暴增系统卡死会死人的[OK]特斯拉就是个例子
风_雲_,110520018,5,男,2021-04-21 09:42:49,166,False,"这么重磅的消息为何我们都没有听到风声，甚至消息本身没有成为大热门？
1、华为低调
2、没上市，dddd"
巫卡303,223645134,6,保密,2021-04-29 17:07:39,5,True,确实，我还是翻华为鸿蒙才推荐的这个视频，现在才知道华为有自动驾驶车了
Drymartini凌凌漆,410895559,5,保密,2021-06-25 12:48:45,0,True,回复 @巫卡303 :那你知道得也太慢了。。
woainilinho,386663507,5,男,2021-04-19 02:34:55,180,False,华为动了别人蛋糕，
狗粮大法好啊,170121029,5,保密,2021-04-19 12:13:29,31,True,TM是动了全世界的蛋糕，[妙啊]
奈奈的猫脚浴缸,69752973,5,保密,2021-04-20 11:55:37,12,True,华为动了全世界蛋糕[doge]
菜就多练-练,473064096,5,保密,2021-04-21 00:17:51,4,True,回复 @零可不可 :生动形象
TianZuanJava,49541633,5,保密,2021-04-21 17:30:44,5,True,回复 @零可不可 :老大制裁老二，福特死了[脱单doge]
TianZuanJava,49541633,5,保密,2021-04-21 17:31:30,11,True,回复 @零可不可 :哈哈哈，所以被各种黑也是正常的，砸别人饭碗[笑哭]
察布朵德勒,82222454,6,男,2021-04-22 10:29:04,1,True,也没有吧，华为陈诺不造车，只提供方案，和大多数车企是可以合作的吧，个人推测
fondpra,64582225,6,男,2021-04-22 10:53:17,4,True,回复 @TianZuanJava :让我想起了那个什么历史历史来着，一人报个跟菜有关的诗句，华为最后说:秦王扫六合!.jpg
_L-Chy_,375514521,5,保密,2021-04-25 12:50:05,0,True,回复 @零可不可 :都让你高完了[doge]
京昭远远,502422783,5,男,2021-05-06 19:28:06,3,True,华为可真困难，去那那强。。[笑哭][doge][抠鼻]
腌Q拉黑我,524727552,5,保密,2022-02-05 14:58:47,0,True,回复 @察布朵德勒 :兄弟，博世的刹车系统之前占据了全世界65%的市场，然后其他的汽车关键部件也是博世是大头，造车的也都是拿供应链现成的东西整合一下，华为不造车，华为直接成为供应链
迈步L,40161613,5,男,2021-04-20 12:53:41,115,False,有人瞧不起自动驾驶，甚至有的老司机看扁自动驾驶，什么自己的命握在自己手上更安全之类的。要我说，科技在进步，连第六代战斗机都可能是无人驾驶，更何况区区地上跑的汽车，就像第一台蒸汽机问世，驾驶马车嘲笑火车的跑得慢人，终究受到了历史的讥笑。
小坏XX,3300898,6,保密,2021-04-23 21:31:52,1,True,战斗机只有无人战斗机，不再考虑驾驶员的承受极限才能解放出更多性能
迈步L,40161613,5,男,2021-04-23 22:48:28,4,True,回复 @小坏XX :正解，毕竟以现在战斗机的速度的过载，已经到了人体极限。如果下一代战斗机速度再升级，人体承受不住的。
真暴风雪,10922083,6,保密,2021-04-25 10:55:56,1,True,回复 @小坏XX :现在的无人机只差最后一步了，就是信息安全链接不被敌方控制
IceMilkTea_,8386336,6,女,2021-04-27 23:36:13,2,True,回复 @迈步L :确实，对于现在的战斗机来说飞行员是一个限制过载的冗杂物品[doge]
迈步L,40161613,5,男,2021-04-27 23:41:30,2,True,回复 @IceMilkTea_ :女孩子？居然还对军事感兴趣[支持][支持]
半城烟雨三里风沙,9149363,6,保密,2022-03-29 13:58:49,0,True,回复 @小坏XX :战斗机速度太高了，信号跟不上吧，不过AI成熟了肯定是无人战斗机更强
追求的永恒,25820992,5,保密,2021-04-19 13:47:33,88,False,UC浏览器的骂华为的可多可多
世界最高原,224351242,5,保密,2021-04-19 16:05:54,54,True,全平台都骂，除了B站稍微好一点，其他平台不能看相关话题。b站是不喜欢华为的还要不停在华为各个视频下嘲讽，喷，这些人脑回路真奇特
练习用剑,285983954,5,保密,2021-04-20 01:05:08,25,True,回复 @凔瓊欲職 :假人而已，华为有多受欢迎根本不用言说，看他赚的钱就知道了。
账号已注销,509269517,0,保密,2021-04-20 17:00:44,20,True,回复 @凔瓊欲職 :这不是脑回路的问题，这是利益相关的问题，买了其他车企的股票的人，买了其他车企车的人，在其他车企工作的人。只有我们这样什么都没买的人才能站在公平角度感叹华为是真的无敌😂😂😂😂
圣克骑士,87896682,6,男,2021-04-21 10:55:18,2,True,uc是马云家的
TianZuanJava,49541633,5,保密,2021-04-21 17:33:59,4,True,没办法，技术革命砸别人饭碗，被攻击很正常[吃瓜][吃瓜]
ai做梦的少年,535023017,5,男,2021-04-25 22:54:51,1,True,要不是我在uc看到那么多人骂华为自动驾驶，还不知道这档子事呢，是限流还是低调看不懂
平1231231,398822162,3,保密,2021-04-29 19:06:10,1,True,骂的都网络上的毕竟猴太多，现实骂的人就很少见，
qwepoiyhn,300321444,4,保密,2021-07-23 10:42:02,0,True,毕竟人红是非多嘛[吃瓜]
80带娃老爸,460439,5,男,2021-04-19 15:32:28,70,False,我就想看看雷大善人用不用华为方案[doge]
小西豆哥哥,11311082,6,男,2021-04-19 20:21:17,88,True,这样和你说吧，华为贡献了wifi6的很大一部分研发，小米开发布会不照样吹得像自己研究出来的一样么
UNSC_INFINITY,114070036,5,男,2021-04-19 20:37:40,69,True,小米的数据中心华为搭的，小米自己的视频讲数据中心维护，所有服务器都是华为的……还有wifi6，5G之类的。
中天北极太皇微大帝,507156118,5,男,2021-04-22 02:55:21,34,True,雷大善人可从来没少用过华为方案，或者说只要是华为入局的产业就没几家能避开华为的[笑哭]
狼煙亖起woc,478335548,5,男,2021-04-22 14:38:04,5,True,回复 @UNSC_INFINITY :毕竟雷大疝人
蓝夜0-0,210024546,5,保密,2021-04-22 18:07:46,3,True,回复 @中天北极太皇微大帝 :雷军：我要用华为的剑干翻华为
joujoy,7311253,5,男,2021-04-24 14:54:42,1,True,骂是要骂的，用也是要用的
皮卡丘的哆啦a梦_,56738857,4,保密,2021-04-29 14:02:45,7,True,b站小米miui12的宣传片，露出来的服务器，都是华为的，绕不开[doge]
安好晴天ha,542187655,4,男,2021-05-12 12:27:47,1,True,回复 @小西豆哥哥 :不不不，小米是说自己支持wifi6别人不支持，结果wifi6别人专利最多
摸鱼王表弟,660223120,4,保密,2021-04-24 17:05:22,9,False,特斯拉怎么还有这么多水军，别人华为惹你了？自己刹车不行就喷别人刹车
没有设置一,325659305,5,保密,2021-04-25 23:41:51,1,True,没惹 碰它蛋糕了，而且不仅是水军，国内还有二鬼子洗
骆春秋同学,474610354,5,保密,2021-04-20 18:09:49,65,False,这就是比特斯拉好！耶稣来了也拦不住！
菜就多练-练,473064096,5,保密,2021-04-21 00:19:07,0,True,人心中的成见是座大山，耶稣也拔不开
菜就多练-练,473064096,5,保密,2021-04-21 00:19:21,0,True,你看其他平台有不少骂的
骆春秋同学,474610354,5,保密,2021-04-22 22:19:27,2,True,回复 @施可馨爸爸 :特斯拉才多少钱？（几十万连我们这厕所都买不到）开特斯拉的不是穷比？
qqqq971,332611604,4,保密,2021-04-18 06:16:08,66,False,主要平台车选的不好。。。北汽新能源这口碑。。唉烂
Yangchen314,436960231,5,女,2021-04-18 09:27:35,37,True,北汽体量小，听话。[吃瓜]
沙之木雕,1193770557,3,保密,2021-04-18 10:00:50,17,True,期待后面长安和广汽就好了
沙之木雕,1193770557,3,保密,2021-04-18 10:01:20,23,True,比亚迪他想自己搞，不想完全由华为掌握
qqqq971,332611604,4,保密,2021-04-18 18:01:32,3,True,尴尬啊  突然想起来 之前那个说要在北京收拾客户小菜一碟的CEO就是这个牌子的吧  唉。。。烂口碑 臭脾气 有多远躲多远吧
弓虽小强,12988517,6,男,2021-04-19 08:38:23,20,True,回复 @qqqq971 :华为是跟全世界车企合作，说白了就是要垄断电动车技术标准，没人顶得住，这一招大海无量天下无敌，这一次会震动全世界的经济，这两天比特币的疯狂下跌说明资本已经在行动了，只要接受华为自动驾驶的车企不管大小一律都是资本青睐的对象，未来已来
神神气气zzZ,59117699,5,保密,2021-04-19 12:28:05,1,True,赛力斯华为智选21号预售
梅尔卡巴的幻想,14349862,6,男,2021-04-19 22:15:16,1,True,回复 @403服务器拒绝访问 :这个产品感觉不是打算拿来卖的，是打算秀技术的
Yangchen314,436960231,5,女,2021-04-19 22:23:36,2,True,回复 @Steven-热热 :要卖的，但销量不好说，阿尔法T那个销量……北汽名声臭了，三元锂名声也臭了。
梅尔卡巴的幻想,14349862,6,男,2021-04-19 22:24:56,7,True,回复 @403服务器拒绝访问 :卖不了多少，我感觉单纯的是给其他没自动驾驶技术的国企看的，15号试驾刚出来，就说和长安广汽合作了
梅尔卡巴的幻想,14349862,6,男,2021-04-19 22:25:46,0,True,回复 @403服务器拒绝访问 :42的价格注定是当玩具卖
Yangchen314,436960231,5,女,2021-04-19 22:36:26,6,True,"回复 @Steven-热热 :目前这价位的所谓自动驾驶都是玩具。这价格区间跟特斯拉那几个高端选配AP和FSD的差不多。但北汽+国产。谣传华为定位可能是参考自己员工的收入水平。[笑哭]
从极狐两个版本车的配置上看，HI版对应的是普通顶配的603H，如果配置详表出来真差不多，ADS越4-8的价格，按华为一惯尿性，下放应该很容易。
今天赛力斯又是一家。[笑哭]"
梅尔卡巴的幻想,14349862,6,男,2021-04-19 22:44:03,2,True,回复 @403服务器拒绝访问 :赛力斯顶配25，自动驾驶水平参考29的那款北汽的，只能高速定速巡航，混动
梅尔卡巴的幻想,14349862,6,男,2021-04-19 22:45:01,1,True,回复 @403服务器拒绝访问 :等长城和广汽吧，这两家估计20多
Yangchen314,436960231,5,女,2021-04-19 22:51:35,1,True,回复 @Steven-热热 :ADS等等看上不上。赛力斯这问题上的核心是DriveONE。
Yangchen314,436960231,5,女,2021-04-19 22:55:38,1,True,回复 @Steven-热热 :等着吧，现在也摸不准。要是能把基础版压到15万左右，销量能好得多。可惜和比亚迪注定难合作，不然以比亚迪目前dmi平台为基础，想想都刺激。
梅尔卡巴的幻想,14349862,6,男,2021-04-19 22:56:32,0,True,回复 @403服务器拒绝访问 :比亚迪也想定标准，注定难深度合作了
嗨嗨嗨海海,14899345,6,男,2021-04-20 17:14:34,0,True,回复 @弓虽小强 :大海无量[大笑][大笑]
斜风细雨绵绵不绝于耳,441479255,5,保密,2021-04-20 18:49:16,0,True,回复 @Steven-热热 :宣布和长安合作是很久之前的事了
也不是很胖吧,13404826,6,保密,2021-04-20 21:56:53,0,True,回复 @ccccc6373hdh :比亚迪什么都想自己搞[doge]
月影璃饼,5318825,6,女,2021-04-21 01:02:42,1,True,回复 @要发言 :19年长城汽车也有宣布跟华为签署关于智能驾驶全面战略合作协议
overcome119,321214296,5,保密,2021-04-21 11:53:45,1,True,感觉是给北汽输个血吧……阿斗扶不起
吃鱼的仓鼠,24274111,4,保密,2021-04-22 22:50:00,0,True,回复 @Steven-热热 :@Steven-热热 不是混动是增程，燃油发电机给电池组充电，全程电驱动。
梅尔卡巴的幻想,14349862,6,男,2021-04-22 23:04:27,0,True,回复 @吃鱼的仓鼠 :等数据吧，而且小康这牌子售后不好说
吃甘蔗的恐龙,44121135,6,男,2021-04-19 23:49:11,8,False,特斯拉那个所谓“自动驾驶”，用起来还不如小鹏NGP，那句不比特斯拉差实在是说的没啥意思。
七仔好きな乌冬君,283365890,5,男,2021-04-19 12:24:53,51,False,国内的电动车再加上华为这自动驾驶方案，tsl还玩儿什么，这都不是降维打击了，这简直就是按在地上爆[热词系列_锤][喜极而泣]
Ez____,32488956,6,男,2021-04-19 12:00:19,7,False,能不能主动躲避高速冲撞，我怕被别的车撞没了，因为人基本上没时间反应高速撞过来的别的车，然后被压扁
有条咸大鱼,354035730,5,保密,2021-04-19 12:16:12,2,True,[脱单doge][脱单doge][脱单doge]这个我觉得应该会上，毕竟人几乎没那能力，激光雷达就不一样了，探测距离这么远，后车快速接近就算不躲也会紧急提醒驾驶员，这可比人去感知强多了啊[滑稽][滑稽]
Ez____,32488956,6,男,2021-04-19 12:28:16,6,True,回复 @有条咸大鱼 :检测您已被导弹锁定是否立即弹射，来不及了，弹射！
有条咸大鱼,354035730,5,保密,2021-04-19 12:38:11,0,True,回复 @Ez____ :[笑哭][笑哭][笑哭]开启自行弹射模式，不过话说回来，电车完全有这个能力诶，比亚迪汉的加速就挺强，一脚油门下去那感觉妙不可言[滑稽][滑稽][滑稽]
御宇龍,4328967,6,保密,2021-04-19 20:59:57,0,True,华为刚发的4d雷达，感觉完全可以
账号已注销,35228414,0,保密,2021-04-21 16:42:10,0,True,技术能达到。功能自然会做，激光雷达完全能做到这个功能。所以这个需求我觉得大概率会满足，或许现在就支持
星宫之主凌啸风,270328341,5,保密,2021-04-21 21:41:13,0,True,回复 @有条咸大鱼 :我觉得加上一个才行，激光雷达检测后方车辆撞过来，直接变身擎天柱，抓住后方车辆，使其停下[doge]
黑嘿,726781,6,保密,2021-04-27 19:12:41,0,True,回复 @用户妮称135239 :你应该说，把大货车一个过肩摔，放到前面。
山之巅863,487895164,5,男,2021-04-22 21:01:01,48,False,无论华为做得多么好多么优秀，即便是产品力最牛X，仍然有很多喷子看不起华为，而且这里面大多数居然都是国人，是支持外国货的国人，不可理喻。
一级大佬-,332782434,5,保密,2021-04-23 15:35:52,22,True,没有去百度贴吧看看？好家伙，特斯拉刹车失灵，底下清一色的骂华为，说是华为造车故意整的假新闻
山之巅863,487895164,5,男,2021-04-23 15:46:41,5,True,回复 @一级大佬- :让他们去买特斯拉吧，快去买，没人拦他们。
王五爱我,2182583,6,保密,2021-04-27 15:22:46,3,True,回复 @一级大佬- :这些人是不正常的，华为nb不nb，美国证明了啊，不nb为什么制裁你？就因为太nb了，部分领域比美国还nb，所以才要制裁嘛
平1231231,398822162,3,保密,2021-04-29 19:06:33,3,True,回复 @一级大佬- :我觉得是米猴
qwepoiyhn,300321444,4,保密,2021-07-23 10:47:16,0,True,回复 @一级大佬- :华为造车是把特斯拉的刹车都吓的失灵了吗  华为NB
CRcr0,8240329,5,保密,2021-04-17 19:56:43,9,False,有没有非上海金桥地区的测试
电动星球,486542660,4,保密,2021-04-17 19:59:25,0,True,哈哈华为只允许我们在周边兜一圈，没办法讷
千榆凉,14374770,5,保密,2021-04-18 10:34:07,23,True,只能在自动驾驶专用道路进行测试，出了专用道就是违法了
万人血书张三冤,436795684,3,保密,2021-04-18 10:38:28,0,True,回复 @电动星球 :有机会想看复杂高速表现。
电动星球,486542660,4,保密,2021-04-18 12:28:10,4,True,回复 @万人血书张三冤 :其实城市路况比高速路况复杂得多。。。。自动驾驶这块就看小鹏和华为PK了
万人血书张三冤,436795684,3,保密,2021-04-18 12:34:49,0,True,回复 @电动星球 :是啊。高速属于封闭道路。但我想看它怎么应对高速上一些状况，毕竟高速事故都很惨烈。
将回忆洒向星空,349516919,5,男,2021-04-18 17:14:53,1,True,好像目前还没看到，一个是法律问题，另一个可能是别的地区缺少高精地图。（我的理解是高精地图对于自动驾驶是必要不充分条件）
也曾一刀镇八荒,37809697,5,男,2021-04-18 20:34:30,7,True,回复 @万人血书张三冤 :城市道路比高速复杂的很，高速跑起来反而没有压力，因为高速第一没有行人非机动车这就排除了一个很大的干扰，第二就是高速车距真的可以放的很大，反而安全
万人血书张三冤,436795684,3,保密,2021-04-18 20:39:13,0,True,回复 @挥着翅膀的猪头 :我只是想看看它会怎么应对高速一些经典场景。
天下第一键圣,2914216,6,男,2021-04-19 10:34:07,5,True,回复 @万人血书张三冤 :高速是最简单的，城市道路才是最复杂的难点。
鈾邴,45251888,6,男,2021-04-20 01:23:54,0,True,回复 @万人血书张三冤 :我觉得高速和普通道路得加一个主动防御性驾驶，后视镜眼睁睁看着大货车撞过来不好受
都市阿辉,15408654,5,男,2021-04-18 16:51:45,32,False,不要用特斯拉侮辱华为，华为牛逼
负能量先生,42771,6,男,2021-04-24 17:28:42,5,False,我看头条有个东西说华为是宇宙企业，之前特斯拉出事是华为故意打压特斯拉搞出来的，总之华为活着就是不对的，很多网站评论区都是这样
还我五级号,477161589,5,保密,2021-04-24 14:20:55,6,False,特斯拉就是个G8
青铜用户,249438155,6,保密,2021-04-21 00:20:47,28,False,华为自动驾驶居然没上热门，神奇...
活泼可爱的三百块,99420706,5,保密,2021-04-20 14:19:29,28,False,最大的败笔就是那句“不比特斯拉差”，明眼人都能看出来，之前特斯拉的优势是软件算法，可是跟现在的华为自动驾驶比那简直就是个小娃娃
不雅凶器,105867941,6,保密,2021-04-21 17:15:50,2,True,其实也不是优势，只是别的企业谨慎没开放那么多功能，tsl根本没其它亮点，只能更多的功能这种激进方式宣传
活泼可爱的三百块,99420706,5,保密,2021-04-22 23:49:23,4,True,回复 @新种123 :不是没开放，而是整个行业都在等可搭载电动车激光雷达方案量产，而华为是首先量产并且做好软件适配的，这个已经是领先行业了。
郭优秀同学啊哟喂,95529769,5,保密,2021-04-30 11:59:41,3,True,底层硬件处理器传感器，车机操作系统，上层识别和自动驾驶算法全栈自研，真强的一批[无语][无语][无语]喷子照样黑，华为唯一的错在于他是国产，如果是谷歌微软或者福特通用丰田做出来，他们会高潮的
发德王3,483769871,5,保密,2021-04-22 10:14:14,6,False,蔚来小鹏这种还在实验室研发的瑟瑟发抖，看他们以前的采访视频，再看看华为的采访视频，理工男和画大饼真的对比强烈
坤卦鼯,18853093,6,男,2021-04-25 12:53:18,21,False,华为只做控制系统，其他车件都汽车公司的。华为已经申明不会造车。要合作的都可以谈
ZI由-ZI在,9300386,6,保密,2021-04-25 13:42:47,4,True,我记得当时智慧屏也是这样，后来由于没人用就自己上了[笑哭]
别君白鹿,512584281,5,保密,2021-04-26 15:19:37,1,True,华为以前说不做手机
隔壁班的小憨憨,247191514,5,男,2021-04-26 23:02:07,3,True,回复 @别君白鹿 :可以去看看华为不造车的时间节点，如果不理想，华为还是会自己造车[笑哭]到时候有可能华为的自动驾驶汽车真正实现不需要主驾
别君白鹿,512584281,5,保密,2021-04-26 23:30:26,0,True,回复 @憨憨的鳥 :你这个应该回复楼主
