uname,mid,level,sex,send_time,like,is_sub,text
极客信条,31642092,5,男,2021-05-08 19:12:53,4,False,特尸拉没有自动驾驶，L2级都达不到！20公里都刹不住！
yhalyj,290453009,5,保密,2021-04-26 00:00:19,4,False,这还不是最厉害的，当全路车联网后，实现全网分析统一规划，甚至能让通车效率更高。
丶WZP,9011947,6,男,2021-04-22 09:05:59,18,False,华为格局就是大啊   部署了好多后手  先是鸿蒙  这又来了自动驾驶   不知道还有多少王炸
Boowwwwwwwwww,419212324,4,保密,2021-04-22 22:04:15,0,True,说的你好像会买这车一样
一只路过的萌新丶,18463344,6,保密,2021-04-22 23:35:06,1,True,回复 @施可馨爸爸 :？？？
hpwxt777,172508867,5,保密,2021-04-22 23:44:41,2,True,回复 @施可馨爸爸 :车好的话肯定会考虑买的
HUWEIV,179344204,6,男,2021-04-22 23:57:02,11,True,回复 @施可馨爸爸 :我看你这句话都说好多遍了，你管人家买不买，关你锤子事
夜野烨靥,1437485,6,保密,2021-04-23 00:04:24,6,True,回复 @施可馨爸爸 :你觉得好的东西你家都有了？[妙啊]
丶WZP,9011947,6,男,2021-04-23 08:23:09,3,True,回复 @施可馨爸爸 :？？？？  很想搞明白 你这是什么心理活动
丶WZP,9011947,6,男,2021-04-23 08:23:55,5,True,回复 @施可馨爸爸 :我觉着劳斯莱斯也不错  我也不买怎么了   我不买和他好不好有关系吗
129748178,10363266,6,男,2021-04-23 08:46:15,1,True,回复 @丨王肥肥 :他lv3，懂吧
sbbvia,497341503,3,保密,2021-04-24 03:48:34,1,True,回复 @129748178 :和这个没关系，lv4和5也很多二货
小小橥,25681982,4,男,2021-04-24 16:39:00,1,True,回复 @施可馨爸爸 :极狐不会买是因为北汽而不是因为华为，万一长安奔奔来个HI纯电带ADS的价格杀到10+W再看看会不会买爆[滑稽]
汤姆-喵-,4811523,6,保密,2021-04-24 18:17:55,1,True,回复 @小小橥 :这B一看这么多人回他都傻了，还以为是矮大紧风光时期。
-克蕾尔-,294728284,6,保密,2021-04-24 20:11:48,0,True,回复 @施可馨爸爸 :说的好像有马一样
IceMilkTea_,8386336,6,女,2021-04-27 23:40:23,1,True,回复 @小小橥 :等领克上华为[doge]
一式景一,472127609,5,保密,2021-05-03 21:02:59,0,True,回复 @施可馨爸爸 :你家有东风快递吗?要不要也喷一下?
卓呐琳琳呐,300283988,3,保密,2021-05-06 12:40:29,0,True,回复 @施可馨爸爸 :我为施可馨感到悲哀[难过]
琴喵是个二少,40499893,5,保密,2021-04-21 19:10:44,18,False,别和特斯拉比，那玩意让你直接变花火，省略了去火葬场的路。华为肯定动了很多车企的蛋糕，但是自动驾驶挡不住[OK]
脱口而出之名,390866889,5,男,2021-04-21 22:13:48,14,False,看看这地上，被摩擦了好多公司，以及那什么搜索引擎巨头啊。。。
蓝夜0-0,210024546,5,保密,2021-04-22 18:10:14,1,True,百度：你念我身份证得了。
CRcr0,8240329,5,保密,2021-04-17 19:56:43,9,False,有没有非上海金桥地区的测试
电动星球,486542660,4,保密,2021-04-17 19:59:25,0,True,哈哈华为只允许我们在周边兜一圈，没办法讷
千榆凉,14374770,5,保密,2021-04-18 10:34:07,23,True,只能在自动驾驶专用道路进行测试，出了专用道就是违法了
万人血书张三冤,436795684,3,保密,2021-04-18 10:38:28,0,True,回复 @电动星球 :有机会想看复杂高速表现。
电动星球,486542660,4,保密,2021-04-18 12:28:10,4,True,回复 @万人血书张三冤 :其实城市路况比高速路况复杂得多。。。。自动驾驶这块就看小鹏和华为PK了
万人血书张三冤,436795684,3,保密,2021-04-18 12:34:49,0,True,回复 @电动星球 :是啊。高速属于封闭道路。但我想看它怎么应对高速上一些状况，毕竟高速事故都很惨烈。
将回忆洒向星空,349516919,5,男,2021-04-18 17:14:53,1,True,好像目前还没看到，一个是法律问题，另一个可能是别的地区缺少高精地图。（我的理解是高精地图对于自动驾驶是必要不充分条件）
也曾一刀镇八荒,37809697,5,男,2021-04-18 20:34:30,7,True,回复 @万人血书张三冤 :城市道路比高速复杂的很，高速跑起来反而没有压力，因为高速第一没有行人非机动车这就排除了一个很大的干扰，第二就是高速车距真的可以放的很大，反而安全
万人血书张三冤,436795684,3,保密,2021-04-18 20:39:13,0,True,回复 @挥着翅膀的猪头 :我只是想看看它会怎么应对高速一些经典场景。
天下第一键圣,2914216,6,男,2021-04-19 10:34:07,5,True,回复 @万人血书张三冤 :高速是最简单的，城市道路才是最复杂的难点。
鈾邴,45251888,6,男,2021-04-20 01:23:54,0,True,回复 @万人血书张三冤 :我觉得高速和普通道路得加一个主动防御性驾驶，后视镜眼睁睁看着大货车撞过来不好受
吃甘蔗的恐龙,44121135,6,男,2021-04-19 23:49:11,8,False,特斯拉那个所谓“自动驾驶”，用起来还不如小鹏NGP，那句不比特斯拉差实在是说的没啥意思。
Ez____,32488956,6,男,2021-04-19 12:00:19,7,False,能不能主动躲避高速冲撞，我怕被别的车撞没了，因为人基本上没时间反应高速撞过来的别的车，然后被压扁
有条咸大鱼,354035730,5,保密,2021-04-19 12:16:12,2,True,[脱单doge][脱单doge][脱单doge]这个我觉得应该会上，毕竟人几乎没那能力，激光雷达就不一样了，探测距离这么远，后车快速接近就算不躲也会紧急提醒驾驶员，这可比人去感知强多了啊[滑稽][滑稽]
Ez____,32488956,6,男,2021-04-19 12:28:16,6,True,回复 @有条咸大鱼 :检测您已被导弹锁定是否立即弹射，来不及了，弹射！
有条咸大鱼,354035730,5,保密,2021-04-19 12:38:11,0,True,回复 @Ez____ :[笑哭][笑哭][笑哭]开启自行弹射模式，不过话说回来，电车完全有这个能力诶，比亚迪汉的加速就挺强，一脚油门下去那感觉妙不可言[滑稽][滑稽][滑稽]
御宇龍,4328967,6,保密,2021-04-19 20:59:57,0,True,华为刚发的4d雷达，感觉完全可以
账号已注销,35228414,0,保密,2021-04-21 16:42:10,0,True,技术能达到。功能自然会做，激光雷达完全能做到这个功能。所以这个需求我觉得大概率会满足，或许现在就支持
星宫之主凌啸风,270328341,5,保密,2021-04-21 21:41:13,0,True,回复 @有条咸大鱼 :我觉得加上一个才行，激光雷达检测后方车辆撞过来，直接变身擎天柱，抓住后方车辆，使其停下[doge]
黑嘿,726781,6,保密,2021-04-27 19:12:41,0,True,回复 @用户妮称135239 :你应该说，把大货车一个过肩摔，放到前面。
还我五级号,477161589,5,保密,2021-04-24 14:20:55,6,False,特斯拉就是个G8
发德王3,483769871,5,保密,2021-04-22 10:14:14,6,False,蔚来小鹏这种还在实验室研发的瑟瑟发抖，看他们以前的采访视频，再看看华为的采访视频，理工男和画大饼真的对比强烈
负能量先生,42771,6,男,2021-04-24 17:28:42,5,False,我看头条有个东西说华为是宇宙企业，之前特斯拉出事是华为故意打压特斯拉搞出来的，总之华为活着就是不对的，很多网站评论区都是这样
泽村败犬_英梨梨,25893168,6,保密,2021-04-18 12:31:03,5,False,可惜对于我来说还是太贵了，好像要近40万吧!
pu噗噗uq,448792573,5,男,2021-04-18 18:55:56,2,True,北汽这确实有点贵，42.99。。。
岁万民人动劳,86724223,6,男,2021-04-18 21:13:45,2,True,回复 @田野上的繁茂 :我感觉华为自动驾驶放在比亚迪上卖四十万应该不算高[妙啊]
入关人x狂战狼,319062,6,保密,2021-04-19 08:10:59,3,True,开始都是这样的，等年产百万就便宜了。
四宫辉夜不想摆烂,157368459,6,保密,2021-04-19 13:21:42,1,True,真以为硬件不值钱啊
练习用剑,285983954,5,保密,2021-04-20 01:09:45,2,True,等等党永远不亏，别急，过多几年干到20万。
夏天的椰子林,332069655,5,保密,2021-04-20 08:30:22,2,True,有23万的
泽村败犬_英梨梨,25893168,6,保密,2021-04-20 09:05:50,3,True,回复 @夏天的椰子林 :估计你看错了[笑哭]23万的不是华为合作的，没有自动驾驶功能[笑哭]华为合作的只有三十多和四十多万的那一款。目前自研经费太高，成本估计下不来，等以后下来了这功能还是能造福全民的
泽村败犬_英梨梨,25893168,6,保密,2021-04-20 09:07:44,1,True,回复 @我的腿不可能被打断 :这还是知道的，目前自研经费太高了!等以后数量多了，应该是能下来的!
夏天的椰子林,332069655,5,保密,2021-04-20 10:02:22,0,True,回复 @泽村败犬_英梨梨 :昨天发布会说的啊，华为首款四驱版本34.6两驱版本21.6.啊
泽村败犬_英梨梨,25893168,6,保密,2021-04-20 10:25:43,1,True,"回复 @夏天的椰子林 :我感觉你搞混了，21.6和24.6的是塞力斯SF5，不是极狐s。这个不带华为hi
        极狐s带hi版本的就两款，基础版38.89和高阶版42.99"
夏天的椰子林,332069655,5,保密,2021-04-20 11:24:33,1,True,回复 @泽村败犬_英梨梨 :我从新看了下发布会我搞错了，不过高速自动驾驶也比特斯拉强啊
每日当勤,103279979,5,男,2021-04-22 21:09:11,0,True,回复 @夏天的椰子林 :带华为自动驾驶的目前没有这个价的！现在能找到的都是各自用一些华为技术。红旗整合那个叫什么的（投屏）、极狐最高价的两个版本整合（快充、高低阶两个自动驾驶版本），赛力斯整合三电（貌似还有智能座舱）…看以后吧，要是能把华为发布会说的那五大都整合直接无敌………
吃鱼的仓鼠,24274111,4,保密,2021-04-22 23:03:36,0,True,回复 @每日当勤 :红旗HS9整合的智能座舱
每日当勤,103279979,5,男,2021-04-22 23:18:20,0,True,回复 @吃鱼的仓鼠 :没全部吧，好像就整合那个类似抬头显示的部分………
极客信条,31642092,5,男,2021-05-08 19:12:53,4,False,特尸拉没有自动驾驶，L2级都达不到！20公里都刹不住！
yhalyj,290453009,5,保密,2021-04-26 00:00:19,4,False,这还不是最厉害的，当全路车联网后，实现全网分析统一规划，甚至能让通车效率更高。
这波啊是肉弹冲击,314769116,5,保密,2021-04-18 00:23:10,4,False,我就想知道前车突然极速后退，极狐在正后方，一开始在安全距离之外，但是越来越近了，系统会怎么做
虚拟映射现实,586902806,5,保密,2021-04-18 00:26:15,2,True,这个就算不做也是前面全责
这波啊是肉弹冲击,314769116,5,保密,2021-04-18 00:45:59,0,True,回复 @虚拟映射现实 :[辣眼睛]可毕竟是会发生交通事故
没滑轮的鼠标,240893506,5,保密,2021-04-18 01:38:52,1,True,后退换车道，能有操作空间绝对比人稳定。
Hyman_Chiao,6266926,6,男,2021-04-18 04:55:11,0,True,提示驾驶员接管吧
这波啊是肉弹冲击,314769116,5,保密,2021-04-18 10:32:01,0,True,回复 @Hyman_Chiao :[doge]等你提醒完人家都撞上来了[辣眼睛]
江小白_vlog,97047024,6,保密,2021-04-18 12:21:35,5,True,外放音响:请前车打开语音[脱单doge]
良いもの,7884107,6,保密,2021-04-18 16:55:20,0,True,回复 @EsteaV :意思你会等系统响应看着别人撞上来？自己的命要随机应变啊弟弟[辣眼睛]
良いもの,7884107,6,保密,2021-04-18 16:57:55,0,True,回复 @EsteaV :你咋不说有颗陨石朝你飞来要求ads变形打回去呢[doge]
凌波踏月,96161996,5,保密,2021-04-18 22:01:20,0,True,还不如想想你自己遇到这种情况会怎样
这波啊是肉弹冲击,314769116,5,保密,2021-04-18 22:46:07,0,True,回复 @良いもの :不不不我不是这个意思，只是想问问这个系统遇到这种情况会怎样，在没有人工干预的情况下
良いもの,7884107,6,保密,2021-04-19 05:25:03,1,True,回复 @EsteaV :这不就跟超车一个原理吗，我车逐渐接近前车那就打灯转向变道，再说了有没有应对逆行车（跟前车极速后退一个原理）应急方案，没试过怎么知道，现在还不允许在其他路上测试，所以持乐观观望态度看待就好
狗粮大法好啊,170121029,5,保密,2021-04-19 12:15:03,0,True,去问问人家的工程师，或者那些体验官。
UNSC_INFINITY,114070036,5,男,2021-04-19 20:40:53,1,True,这种情况会停车报警提示接管吧。
账号已注销,35228414,0,保密,2021-04-21 19:41:59,1,True,回复 @EsteaV :估计会检测周围车辆情况，有条件后退变道就一遍提示请驾驶员接管一边后退，如果后方有车，肯定不能后退，不然无责变全责。同样也会语音提示前方车辆危险之类的警告
兔小琦OvO,232023732,6,保密,2021-04-27 02:08:58,3,False,在？爆个价格让我看看有没有希望
记忆犹新,2570323,6,男,2021-04-28 03:15:04,0,True,20多万到40多万吧，极狐价格已经出来了，可以自己查查
流韵连城,75114789,5,男,2021-04-26 02:34:00,3,False,以后砸锅卖铁买一台，让它跑滴滴[doge]
不爱健身的猫,695015028,4,男,2021-04-22 22:36:45,3,False,特斯拉本来就没那么强，只能说他最早推出自动驾驶，再加上吹了这么多年牛批…都觉得很牛批，但仔细想想到底有多牛批？
bili_6056,100689770,5,保密,2021-04-22 18:24:31,3,False,假的，整个路线都是华为请的群演(
QTloveRS6,671373133,5,保密,2021-04-25 21:58:11,0,True,笑死我了
QTloveRS6,671373133,5,保密,2021-04-25 21:58:35,0,True,上小学没？
没有设置一,325659305,5,保密,2021-04-25 23:44:33,4,True,"回复 @QTzazt666 :他加了个（  ←一般的话就是玩的括号没删净的梗
 (5毛一条，记得删括号)"
QTloveRS6,671373133,5,保密,2021-04-26 12:20:07,1,True,回复 @没有设置一 :哈哈
抗压老实人,282511553,5,男,2021-04-21 21:19:12,3,False,如果路上的车全部是自动驾驶，那么事故率会小很多
Xentura,382380085,5,保密,2021-04-26 19:08:07,0,True,没有加入行人因素[笑哭]
你们的川皇,470384386,5,男,2021-04-19 20:59:18,3,False,视频最后是蔚来吧！蔚来也用上了？红旗有一款车用了华为的智能座舱，还有一款叫什么的车，用了华为的电机驱动系统吧！
小小龙虾可笑可笑,62905711,5,男,2021-04-21 23:05:15,1,True,赛力斯？
你们的川皇,470384386,5,男,2021-04-22 05:58:07,0,True,回复 @龙腾天下2013 :[OK]
吃鱼的仓鼠,24274111,4,保密,2021-04-22 22:57:51,1,True,红旗HS9
加特林冒彩光,514630201,4,保密,2021-04-19 02:32:02,3,False,资本是想吃铁锹了。[OK]
春橙DT,1249563818,2,男,2021-04-18 18:30:41,3,False,大多数都比特斯拉好，你品你细品
我是辣椒,320394148,5,男,2021-04-17 19:56:01,3,False,大叔嗓音阔以的。
一打妻,361278162,4,保密,2021-05-04 19:31:00,2,False,b站现在也被华为水军攻陷了，是时候卸载b站了。
午睡的希耶丝塔,475928112,5,保密,2021-05-08 15:10:52,1,True,"你说得对，但是乌拉圭的人口有345.7万，同时，仅澳大利亚就有4700万只袋鼠。 如果袋鼠决定入侵乌拉圭，那么每一个乌拉圭人要打14只袋鼠，
假如乌拉圭向中国求助，中国的人口有14亿，而澳大利亚仅有4700万只袋鼠，那么每30个人才能分到一只袋鼠，根本不够吃，你不知道，你不在乎，你只惦记你那破比华为水军"
客九川,629011877,5,保密,2021-04-25 15:25:20,2,False,太好了，这么多记录仪器，还有实时建模，我还怕会被人碰瓷吗？
万物黑白,1894476,6,保密,2021-04-22 07:42:05,2,False,视频最后那句“武松不比武大郎差”真是败笔啊
果果的乐园家,1082467985,2,保密,2021-04-20 21:44:16,2,False,反正qq浏览器里的华为新闻都没有评论。
火星大能猫,90292892,4,保密,2021-04-20 19:31:47,2,False,说限流的有被迫害妄想症吗？？
Utaoki丶苦药,35550166,6,保密,2021-04-21 12:33:04,5,True,在其他平台确实被围剿了
没有设置一,325659305,5,保密,2021-04-25 23:39:32,0,True,这视频肯定是没限流的，我看上面说的大部分都是别的平台
青山鹏,5172534,6,男,2021-04-19 17:53:47,2,False,就华为产品之前给我的印象，我觉得大家的生命都很可贵
账号已注销,509269517,0,保密,2021-04-20 17:15:35,5,True,你这是买了多少其他车企的股票啊[滑稽][滑稽][滑稽][滑稽]
青山鹏,5172534,6,男,2021-04-20 17:35:27,0,True,回复 @独行者MAX :哈哈哈
18岁篮球想打中单,627504153,4,保密,2021-04-22 05:04:58,1,True,特别是特斯拉
青山鹏,5172534,6,男,2021-04-22 06:08:43,0,True,回复 @18岁篮球想打中单 :特斯拉也是真的拉
bili_303770715,303770715,5,保密,2021-04-18 17:27:12,2,False,[doge]我有个问题，如果全是自动驾驶，一个让一个，会不会就堵在哪里了
我要握草,199337103,6,男,2021-04-18 17:46:57,9,True,到时候的万物互联了，附近所有车一起算，直接最优解[doge]
嗷呜_wu,32335400,6,男,2021-04-19 09:06:54,0,True,车多了一样堵
老秦人不绕舌,347182737,5,保密,2021-04-19 09:32:29,0,True,真全自动驾驶，只要把安全那块做好[歪嘴]我都觉得可以取消红绿灯了[OK]
老秦人不绕舌,347182737,5,保密,2021-04-19 09:35:59,0,True,公路上最不确定因素就是人本身[笑哭]
犀利小花猪,313860271,6,男,2021-04-19 13:36:46,5,True,没有行人参与的话，按照路权优先行驶，不存在互相让着不走的情况[OK]科一科四写的很详细的！机器执行力比人高
小西豆哥哥,11311082,6,男,2021-04-19 20:26:19,3,True,以后路上也会安装激光雷达，把整个城市建模，再用5g把信息传云端，然后每个车都是自动驾驶，把人工驾驶淘汰掉，然后运到算最优交通方案，这下知道为啥美国看着中国建5g急的跳脚了吧，因为一旦这套系统建成，人类的交通运输系统全要提升效率，现在的货车司机可能开几个小时就得去服务站休息，那若干年以后货车都全自动了，7*24小时在高速上运货，这和现在的人工驾驶效率不可比较了[笑哭]
练习用剑,285983954,5,保密,2021-04-20 01:08:16,0,True,回复 @小西豆哥哥 :感觉，像是小学作文写50年后的那种[滑稽]没想到实现根本不用50年。
小西豆哥哥,11311082,6,男,2021-04-20 01:49:35,0,True,回复 @练习用剑 :确实呀，而且我小时候都没想过我能有智能手机，当时家长才有小灵通，而且小灵通逼逼机什么的抵得上几个月工资的，我当时就幻想等我长大了我就有手机可以天天玩贪吃蛇游戏，就是那种像素块的贪吃蛇，哈哈哈[笑哭]
我要握草,199337103,6,男,2021-04-20 15:12:39,0,True,回复 @小西豆哥哥 :以后某些关键地段说不定直接用激光雷达当摄像头[吃瓜]
我是whofu,14087972,5,保密,2021-04-18 17:15:06,2,False,加装华为要贵十万呢。
账号已注销,35228414,0,保密,2021-04-21 19:38:44,1,True,互联网车企不都是很贵么，动不动就是30w+的，卖点也是这些
胖达爱吃车厘子,179218,6,保密,2021-04-18 15:44:45,2,False,技术和硬件是做到了，等成本下来之前，还做不到普及。还有消费者会用钱投票买哪家的车，自动驾驶固然香，但底子还是车和三电。
pu噗噗uq,448792573,5,男,2021-04-18 18:58:10,0,True,其实华为已经和很多车企合作了，不久就会有很多车企上市HI型号。。就是北汽这个太贵了[辣眼睛]
抱紧果果,169452151,5,保密,2021-04-18 20:12:41,1,True,华为做的不是车，是自动驾驶的方案[doge]
鸿蒙永远滴神,385076476,4,保密,2021-04-18 21:41:30,1,True,华为做全套，除了音响，内饰之类的不错，车机，发电机，电机之类的全搞
魂起---,248844024,6,男,2021-04-19 11:32:47,2,True,做出来了就有成本下降技术下放的一天，未来可期
习惯剃平头,342223788,5,保密,2021-04-19 14:05:17,1,True,有初代就可以慢慢优化了。总能做出青春版的。各种减配的车。例如各种功能都没有，只有自动驾驶和车这个主体。想必成本能进一步压缩。个人感觉后期量产了把成本摊平下来了。应该能做到十万到二十万之间。
胖达爱吃车厘子,179218,6,保密,2021-04-19 16:37:57,2,True,回复 @奶香x :赛力斯sf5…音响都做了，华为nb
小西豆哥哥,11311082,6,男,2021-04-19 20:28:02,0,True,回复 @胖达爱吃车厘子 :赛力斯是HUAWEIsound，极狐是哈曼卡顿，华为这是把手机上的合作延伸到了车子上，期待下一个车子带帝瓦雷，岂不是起飞[笑哭]
弗拉基米尔-杰森,403470576,5,保密,2021-04-18 13:05:13,2,False,所以。。。所有车媒都是同一个视频同一个路段?
岚山子え,352635136,5,男,2021-04-18 13:30:33,7,True,只能在自动驾驶专用道路进行测试，出了专用道就是违法了
弗拉基米尔-杰森,403470576,5,保密,2021-04-18 13:42:10,0,True,回复 @岚山子え :那有什么用，结果就是赚一波?就这样还喷特斯拉?
岚山子え,352635136,5,男,2021-04-18 13:47:35,8,True,回复 @金陵听泉 :？1我没喷特斯拉2专门为了安全性考量开的专用路线你说没用？3你大可尝试去打破法律限制，记得让我告你，这样我还可以拿点钱
陆月風,58732244,6,保密,2021-04-18 14:03:07,3,True,回复 @金陵听泉 :sjb
弗拉基米尔-杰森,403470576,5,保密,2021-04-18 14:04:02,0,True,回复 @岚山子え :那就别吹菊花拉
可可爱爱普通人,7722523,6,保密,2021-04-18 14:04:29,3,True,回复 @金陵听泉 :吹你啊！
不是我说呀,95304846,6,保密,2021-04-18 14:25:30,5,True,这就跟科目三考驾照一样，同样一段路，有的人过了，有的人挂了，同样是一段路，路上的车你总不能是同样一台车了吧？这优秀的自动开车技术，优秀路况处理能力你没看到？
BabyK_,298253323,5,男,2021-04-18 14:34:55,4,True,就好像考试一样，给你范围，但不告诉你题，不照样有区分度
xzplays,1920273,5,保密,2021-04-18 17:09:16,0,True,回复 @金陵听泉 :ntr
也曾一刀镇八荒,37809697,5,男,2021-04-18 20:37:02,0,True,[滑稽][滑稽][滑稽]如果想去警察局吃公家饭可以到别的敌方
鸿蒙永远滴神,385076476,4,保密,2021-04-18 21:42:54,2,True,回复 @金陵听泉 :现在特斯拉实验难道不是特定路段？路段一样，但车况一样吗？就像让你去开车在同一段路，每天上下班，每天场景一样？
没有设置一,325659305,5,保密,2021-04-25 23:43:20,0,True,应该是测试时走的都是一条路吧
晴空皓月,5961118,6,男,2022-02-12 14:51:27,2,False,"一年过去了，量产了没？
即使量产了，能实现视频中脱手驾驶不？"
Sam20_深水炸弹_,293672909,5,男,2022-01-01 23:27:57,1,False,喝多了能开自动驾驶回家么[微笑]
涩籽Mord,275846434,5,男,2022-01-26 14:37:32,0,True,理论上它可以，但依旧属于酒驾违法，因为驾驶员需要保证自己有随时接管驾驶的能力。
进击的耳朵,1450925,6,男,2021-05-14 12:51:27,1,False,"不要跟特斯拉比！！！！！！！
因为那是死亡快车。[doge]"
無限·小電視,127983,6,男,2021-05-14 10:34:07,1,False,"麻烦UP主了解清楚才说 好嘛
华为是L4级别的 自动驾驶！
特斯拉是L3级别的辅助驾驶！
能不能自信点？"
EastEastPlus,3062306,6,保密,2021-05-10 08:54:34,1,False,"电动星球×
快乐星球✓"
好久不见小日子,71556178,6,男,2021-05-03 22:56:04,1,False,这辆车的测评全是自动驾驶。。。倒是讲讲别的东西啊
正在学习炼丹的炼丹人,22009966,6,男,2021-05-04 06:02:30,0,True,[doge]人家标题测的就是自动驾驶啊
好久不见小日子,71556178,6,男,2021-05-04 08:48:52,0,True,回复 @挂機的阿吹 :我说的是所有的测评全是讲了这辆车的自动驾驶，没有一个测评人讲别的
正在学习炼丹的炼丹人,22009966,6,男,2021-05-04 12:05:36,0,True,回复 @求不得的萨迦 :BV1Xb4y1S7E6这个算么，毕竟车只能预订
正在学习炼丹的炼丹人,22009966,6,男,2021-05-04 12:07:47,0,True,回复 @挂機的阿吹 :毕竟这个是测评的搭载自动驾驶的车，而不是华为的车车
汪同学qqq,35129342,5,男,2021-05-03 08:14:35,1,False,出事了，华为负责吗我就想问问
Trielaトリエラ,9451752,6,保密,2021-04-29 08:45:07,1,False,不能打车标有点丑…品牌有点拉[doge]华为平板好用但电车不行…建议安装在我的奥迪100上
喜是狼8,21279416,3,保密,2021-04-27 22:13:38,1,False,自从买过华为的手机和充电宝之后就不再相信华为这个牌子了
我靠250,8308361,6,保密,2021-04-28 08:34:32,5,True,那不顺便把你周边的基站拆开看看是不是华为
拾贰樓伍城,9105962,6,保密,2021-04-25 15:25:39,1,False,弹幕前排挺多喷的啊，说吹牛的，视频全是特效？和小马差不多的那个，他们用的国外的设备，自己提供算法而已，华为是用自己的激光雷达和算法，但凡国内有一点进步都是原罪，国外哪怕黑心作坊出来的也是高大上
呵呵2哒2,42932103,6,保密,2021-04-25 06:12:10,1,False,我不想考驾照，请这种自动驾驶汽车尽快上市
Nuest大发,20939070,6,女,2021-04-27 10:39:58,0,True,自动驾驶也需要考驾照啊，毕竟有些特殊情况还是需要人接手的
周小胖v,424698785,5,男,2021-04-22 19:00:55,1,False,华为这个其实是L3但特斯拉那个可不是L2，自封的L2而已
想给娃找个妈,274592496,6,保密,2021-04-22 17:04:53,1,False,和谁打？为什么要打？打架违不违法？
无名平凡,13333059,6,男,2021-04-22 09:27:19,1,False,华为:都是同行衬托的
quakekiller,23478771,5,保密,2021-04-21 21:34:41,1,False,很好很强大，但是还是不会做白老鼠，以后完善会考虑
艾姆汉格瑞,8135097,6,男,2021-04-21 20:52:51,1,False,拥堵路段跟车距离怎么样会不会被人无限加塞呀
泳鑅,369658221,5,保密,2021-04-21 21:05:00,0,True,这种情况肯定是符合国家要求礼让，是我就切换手动驾驶
若曦似夜,314803548,5,男,2021-04-24 11:50:05,0,True,跟车还行，就是左转会被对面直行疯狂占道。昨天看了原视频
汤姆-喵-,4811523,6,保密,2021-04-24 18:20:23,0,True,有激光雷达测距，只要想，跟车脸贴脸都行。
叽叽喳喳一整天,578726740,4,保密,2021-04-21 20:31:05,1,False,最值得买的电动车
Chimerainf,108829191,6,保密,2021-04-21 12:14:48,1,False,建议多去别的城市跑跑，堵上那些说只跑单一路段喷子的嘴
Oo巴尔泽布oO,382330153,5,男,2021-04-21 01:31:07,1,False,如果出了事故，责任怎么划分？是人的责任还是车企的责任？
啦啊啦啦非常差,269499417,5,男,2021-04-21 23:37:42,0,True,法律从来都是变化的不断完善的。
kzp3303,11232659,5,保密,2021-04-21 00:50:16,1,False,设想下，如果车子自带伴飞无人机，由无人机提供更广阔的视野给车载电脑分析，那不是更爽吗？更科幻感觉了！可惜的是，如果大家都带伴飞无人机，估计就要禁止了（太吵而且怕撞机）~~~
健康运动粥,4739386,6,保密,2021-04-21 11:29:37,0,True,城里和高速不需要，由数字城市提供信息支持。太猛了
旧时夜燕台,3776660,6,保密,2021-04-21 14:10:33,1,True,城里不用的，数字城市提供数据
灮儿,517767937,5,男,2021-04-20 11:26:28,1,False,如果比亚迪能用上就好了[歪嘴][歪嘴]！支持比亚迪，支持华为
nuaalsh,60952628,5,保密,2021-04-20 18:05:30,0,True,如果两个注定不能走到一起，你选谁？
灮儿,517767937,5,男,2021-04-20 18:16:21,0,True,回复 @nuaalsh :比亚迪，我要命[捂脸]！比亚迪是刀片电池
乘风追魅影,21356803,6,男,2021-04-22 21:51:08,0,True,回复 @灮儿 :会走到一起的，比亚迪需要华为，加速进步。
94极度后悔啊,109921710,6,男,2021-04-20 11:17:07,1,False,Bba可以搭载这个自动驾驶不。。豪车加自动驾驶享受
23特殊情形23,504839189,5,保密,2021-04-20 12:19:56,0,True,好像是有合作的
狼煙亖起woc,478335548,5,男,2021-04-22 14:41:10,1,True,奥迪和奔驰有
宮野千雪,261135555,5,保密,2021-04-19 12:00:49,1,False,老家附近有个挂壁路，隧道里面有急弯，不知道能不能完美搞定（[笑哭]
宮野千雪,261135555,5,保密,2021-04-19 12:01:02,0,True,还是上下坡的
习惯剃平头,342223788,5,保密,2021-04-19 14:01:25,0,True,好像是搭配高精地图来的。有高精地图，以后配上5g想来是无压力的。
无情搬砖机器,286637473,5,保密,2021-04-19 00:44:48,1,False,某特品牌的肯定会说，米国那边的版本也能这样，先检查个静态物体再说吧
34岁大叔,483525127,5,保密,2021-04-18 19:41:00,1,False,牛批是牛批，坐车上会晕吗？
犀利小花猪,313860271,6,男,2021-04-19 13:37:10,0,True,晕了可以睡觉[抠鼻]
直志_,249178766,5,男,2021-04-18 18:43:46,1,False,[doge]看看下简介，我觉得我可以期待下吉利和华为合作了。
胃不好要吃软饭,441953159,5,保密,2021-04-18 14:37:43,1,False,华为越来越厉害了。
硬币yingbi,11700049,6,男,2021-04-18 08:18:32,1,False,最后那个是蔚来也会有的意思？
乡丰,689586393,5,保密,2021-04-18 14:27:17,1,True,分明是嘲讽蔚来[滑稽]，这是个什么东西[偷笑]
也曾一刀镇八荒,37809697,5,男,2021-04-18 20:36:20,0,True,蔚来是什么smddd
蓝色的伤感,104563691,5,男,2021-04-19 15:13:17,0,True,看车门上贴的那个你就知道会有的吧
我渐渐明了,11835882,5,男,2021-04-17 22:49:34,1,False,自动驾驶没毛病，就是这车低速电流声那么大
