send_time,text
2022-02-03 22:23:44,高速上超实用，市内早晚高峰还是算了
2022-02-03 22:24:56,可以跑滴滴赚钱了吗
2022-02-03 22:59:10,等待与华为联合
2022-02-03 23:42:55,这一路走来能拍到各种违章行为吧
2022-02-04 00:37:07,这是在坑梓做的测试啊
2022-02-04 01:44:31,停车，隔了好远，为了安全吗。
2022-02-04 01:45:04,收费站的人蒙了
2022-02-04 13:24:29,很明显前面那个发弹幕的人在10年后会被淘汰掉。
2022-02-04 13:27:10,虽然很慢，但基本上都能在红绿灯的时候追上。已经有实用价值了。反正别的车也在等。
2022-02-04 14:32:29,就是安全距离啊！
2022-02-04 16:36:36,车窗贴膜就行了
2022-02-04 23:16:59,来重庆吧
2022-02-05 11:53:38,看仪表才20左右，肯定慢
2022-02-05 21:20:08,车身外侧都会标注，所以看到了也有心理准备
2022-02-05 21:24:42,自动驾驶以后当巡警车，路上拍违章好用
2022-02-06 01:35:27,一路被超车，公路三大妈都超
2022-02-06 05:47:36,高峰期一条路上有一辆这个车，至少影响其他3辆车
2022-02-06 05:49:37,堵车情况下这不叫安全距离，这叫一个车占两个车的位置，造成后方车辆更堵
2022-02-06 05:52:05,我没看错的话应该没开行车灯
2022-02-06 05:55:00,那些说离前车停这么远安全的，你要是知道前面要是有几辆这个车你估计都要跟他干起来
2022-02-06 11:47:18,作弊！安全员用原力在操纵(doge)
2022-02-06 12:51:27,试验路段应该是在深圳，看到东部公交的公交了
2022-02-06 14:05:03,安全距离不会造成更拥堵好不，间距变大启动跟车也会更快
2022-02-06 15:49:35,刚刚是不是走公交专用道了
2022-02-06 17:46:59,好流弊
2022-02-06 17:49:28,把命交给机器，这是我听见最落后的说法
2022-02-06 18:05:14,牛逼
2022-02-06 18:21:00,手都一直没变过
2022-02-06 21:04:06,这是哪个城市？
2022-02-07 00:13:42,这种车车身应该有无人驾驶标志吧
2022-02-07 01:04:14,开得慢说没用，开得快又说没人控制危险，笑了
2022-02-07 01:57:17,刚才这个副驾好像发现没人了
2022-02-07 02:51:32,评论被up主精选后，对所有人可见
2022-02-07 08:32:39,没油了怎么办
2022-02-07 13:06:44,这是深圳
2022-02-07 17:18:13,驾驶员睡着了吧（
2022-02-07 17:18:46,毕竟自动驾驶，安全第一
2022-02-07 17:24:27,速度好快啊
2022-02-07 17:41:26,买买买
2022-02-07 17:54:49,刚路过平安金融中心
2022-02-07 18:05:55,你已经是个成熟的车了，出去载客吧
2022-02-07 19:37:37,前排提示：up开启了“评论精选”
2022-02-07 20:33:21,不快放你看五个小时？没脑子的东西
2022-02-07 20:52:05,司机在练功
2022-02-07 22:20:37,别人看到不得吓尿，没人在车上
2022-02-08 00:48:44,说机器不可靠的！难道路上的车祸是机器开的？
2022-02-08 01:45:14,现在飞机都有自动驾驶
2022-02-08 02:37:18,到了重庆导航不好就寄了
2022-02-08 11:09:06,牛逼
2022-02-08 11:59:01,其实，战争机器未来十年就可以部分参加军队作战了
2022-02-08 12:15:59,安全员都没有，是不是对路上行人太不负责了，评论区不让发
2022-02-08 14:07:01,别人撞你咋办
2022-02-08 14:30:01,成本多少才是关键
2022-02-08 15:13:31,他害怕吗
2022-02-08 15:39:43,行人第一优先就不需要红绿灯了
2022-02-08 17:10:02,车外贴字  自动驾驶测试司机不就懂了
2022-02-08 17:38:29,一直在走公交道 你的分够？
2022-02-08 18:11:25,飞机别坐了，天空环境那么复杂，飞机也是自动运行的。
2022-02-08 21:53:12,希望比特斯拉更安全
2022-02-08 22:19:00,华为算个屁啊
2022-02-08 23:05:09,克莱斯勒300c？
2022-02-08 23:47:48,实际上驾驶员睡着了哈哈哈
2022-02-08 23:48:18,我高速都定120
2022-02-09 00:42:34,这个跟车距离放在春运的高速上面，怕不是过完节还没能回到家哦
2022-02-09 13:53:19,去大街上这样，合法合规么？
2022-02-09 14:14:30,夜间也能做到这种程度很棒了
2022-02-09 17:01:17,所有车都在超他，龟速无人驾驶，有用吗？
2022-02-09 22:49:44,目测高速的时速为60-70
2022-02-09 22:50:23,城市道路应该是40-50
2022-02-09 23:54:11,说华为的，你算个叼
2022-02-10 00:15:59,弹幕多点宽容，给它时间吧
2022-02-11 11:45:55,滴滴司机都要失业了吗
2022-02-11 17:43:33,换条路试试，效果也有这么好吗
2022-02-12 13:50:12,为啥要快放明白吗，因为原倍速你就发现甚至不如电动车快
2022-02-12 14:34:49,为啥放快因为全长6小时，原倍速都传不上去
2022-02-12 19:36:56,司机在打坐施法
2022-02-12 19:39:46,应该是设定了靠右行驶
2022-02-12 19:54:27,加塞加了一个亿
2022-02-13 02:05:42,这玩意儿出事儿责任怎么划分
2022-02-13 14:00:06,这路标这么清晰，你换个已经很多年的小路试试？路标残缺不全
2022-02-13 20:53:02,如果撞死人，那么谁赔钱？
2022-02-13 20:53:51,路况太复杂，电瓶车突然冲过来
2022-02-14 14:10:54,驾驶员:比一天开了一千五百公里还累
2022-02-14 14:14:09,目前自动驾驶只有两种，一种是中国，一种是特斯拉
2022-02-14 22:48:51,这是高精地图加持吧？
2022-02-14 23:15:40,车速有点慢……
2022-02-15 08:17:30,会不会又像当年的汉卡与win操作系统一样
2022-02-15 13:12:29,车外全身都是摄像头，看到也是惊讶一下是无人驾驶。
2022-02-15 18:01:17,还没电瓶车快
2022-02-15 22:38:31,都自动驾驶大家都文明行车了。需要加塞时不都是一边过一辆。堵车不会大大降低？
2022-02-15 22:39:14,跟前车距离这么大？
2022-02-15 22:41:27,行人优先？就现在这个车让人。有些斑马线基本都有人在过，不设红绿灯你车子就不要想过了
2022-02-15 22:42:02,还开进公交车道、公交站台了！这错误太低级了吧
2022-02-15 22:42:37,这怕不是要经常去采集路面信息
2022-02-15 22:48:54,自动驾驶与前车距离，应该要比人驾驶缩短才对，毕竟可以准确判断距离
2022-02-16 12:27:47,速度慢那个是红绿灯地板油起跑线吗？怕不是保持80跑市区
2022-02-16 23:25:59,深圳坪山啊，这周围有几个街道虽然都有标线，但是人车还挺复杂的，不过都没注意有无人驾驶的轿车，有阵子路上跑的无人外卖车倒挺多的
2022-02-17 12:59:27,还有人不相信这是真的
2022-02-17 15:00:12,来济南吧，直接报废
2022-02-17 15:52:34,就这车距，放三四线城市加塞死你
2022-02-17 18:19:31,肯定经过同意的啊
2022-02-18 11:38:54,世界之窗？
2022-02-18 16:41:26,慢？城市道路限速40，大部分通畅路段到40没？转弯十几二十礼让行人有问题？高速限速100，90也比那些60的龟速车快得多
2022-02-18 17:16:09,这手举的
2022-02-18 17:58:39,跟车距离中间能停一辆miniev
2022-02-18 22:48:07,这还要控评，那干脆不要发出来好了
2022-02-18 23:26:23,这会坐驾驶位最紧张
2022-02-19 04:03:55,有人加塞咋办
2022-02-19 11:12:17,离前车这么远？？
2022-02-19 11:24:33,很精彩啊
2022-02-19 12:30:23,被人蹭etc怎么办
2022-02-19 12:31:11,跟到大厂车后面这么危险他就不能换个到
2022-02-19 12:32:16,这也太遵纪守法了就不能变个道吗
2022-02-19 12:32:50,我发现他在高速上有个毛病一直走最右道这一点也不安全吧
2022-02-19 12:34:09,估计是个电车
2022-02-19 12:37:59,被无限加塞
2022-02-19 14:26:34,无人驾驶就是不负责任的表现
2022-02-19 16:04:49,希望比华为更安全。
2022-02-19 20:40:47,我发现一个特点，就是这段公路的画像画的非常好，不像有些路线花的漆黑一片
2022-02-20 16:37:59,有没有比较极端的天气行驶记录？比如暴雨、高温、雾霾
2022-02-21 13:10:08,这个车赔给 被撞的人
2022-02-21 15:27:20,一旦流行自动驾驶 司机朋友们就失业了。
2022-02-21 16:56:06,比大货车还慢吗？
2022-02-21 20:09:25,其实还好，毕竟现在算法已经可行了，就差优化
2022-02-21 22:51:01,评论精选不如关评
2022-02-21 23:46:32,速度太慢，而且不太聪明的样子
2022-02-22 01:25:00,深圳
2022-02-22 01:25:21,深圳福田区，三个市中心其中一个
2022-02-22 01:37:13,深圳机场
2022-02-22 08:14:38,旁边的司机看见车里没人会不会被吓到。。。。
2022-02-22 09:24:46,还在提跟车距离，现阶段肯定是安全第一，这又不是量产车
2022-02-22 10:00:32,着车距！真长！
2022-02-22 10:58:17,怎么可能不需要，行人没红绿灯乱穿只会加塞
2022-02-22 13:06:43,还要精选  ？
2022-02-22 14:24:42,安全员麻了
2022-02-22 16:09:10,卧槽，过了我单位
2022-02-22 19:23:27,前面的弹幕似乎都忘了一件事，市区几乎都是限速40
2022-02-22 20:05:20,以气御盘
2022-02-22 22:47:26,克莱斯勒大捷龙
2022-02-23 02:01:11,利好白酒
2022-02-23 04:04:47,很强，至少给人很有安全感的印象！
2022-02-23 13:02:52,安全员比车都厉害  手都不带动的   不酸么
2022-02-23 14:10:25,比路上大部分司机都要安全文明
2022-02-23 19:20:39,安全员在用内力操控
2022-02-23 19:26:10,插队
2022-02-23 20:05:54,以后自动驾驶，出行时间就会准确很多，就会更好的安排时间
2022-02-23 20:10:33,春节跟车距离？这种跟车距离很安全好吧，春节堵车还不是因为发生交通事故，没事故不会堵好吧，就慢一些
2022-02-23 20:10:47,春节跟车距离？这种跟车距离很安全好吧，春节堵车还不是因为发生交通事故，没事故不会堵好吧，就慢一些
2022-02-23 20:27:53,笑死，进了大中华又开出来了
2022-02-23 20:29:31,快经过我家了。。。
2022-02-23 20:47:19,确实厉害
2022-02-23 22:44:19,不，如果所有的车全进统一系统管理路程，说不定还真的蛮安全的，但要是碰到脑子不好闯红灯的就呵呵了
2022-02-23 23:52:56,我竟然开启了平行眼哈哈
2022-03-23 15:01:09,厉害啊！
2022-03-28 22:56:21,开是能开了，就是比整体交通节奏慢一拍。成了晚高峰添堵的一份子了
2022-04-04 12:23:20,测试员需要驾照吗
2022-04-10 12:14:49,在高速上还是很优秀的
2022-04-25 09:45:35,因为电车跑不了这么远
2022-05-01 13:40:45,这家公司有点东西啊
2022-05-16 15:10:39,绝对比特斯拉安全
2022-07-12 20:13:16,霍使尼玛
2022-08-15 17:33:57,安全员整天坐里面吗？有没有双休
2022-08-18 21:25:01,看方向盘抖动，还是有很大优化空间呀
2022-08-18 21:26:47,我很好奇是对交通信号灯怎么识别的
