send_time,text
2022-01-16,还有谁
2022-01-16,这些都是碰撞前就推出系统好吧，让驾驶员接管了
2022-01-16,目前不是全自动驾驶，只是自动驾驶，是两个概念好吧
2022-01-16,鬼探头了解下
2022-01-16,非蠢即坏
2022-01-16,下架吧   这个视频
2022-01-16,因噎废食吗
2022-01-16,比亚迪汉？ 
2022-01-16,扯淡么。。。这
2022-01-16,自动驾驶的未来一定是所有的车辆都使用自动驾驶，人才是最不可控的
2022-01-16,这两句话有联系么？
2022-01-16,说的我能活到L5出来一样
2022-01-16,辅助驾驶是自动驾驶？
2022-01-16,更多离谱的车祸这话说的不对吧。。。
2022-01-16,做好了去世的准备
2022-01-16,撞校车，因为一般合格的校车都是比较坚固
2022-01-16,emmm 在未来“过渡期”需要买G55这类车 保安全了
2022-01-16,人家还有后台监视着，必要时刻可以远程遥控驾驶
2022-01-16,选择自己撞车，那我肯定不会买这辆车
2022-01-16,这哥们就是贩卖焦虑的经典案例
2022-01-16,这哥们有点水啊
2022-01-16,自动驾驶的国标都出来了 为什么还用sea的标准？
2022-01-16,这辈子都别想L5
2022-01-16,一切。。。。。。
2022-01-16,那叫辅助驾驶好吧
2022-01-16,这种现阶段人也避免不了
2022-01-16,传导器还行，写文稿的没上过工科大学吧
2022-01-16,无良销售可以把自动辅助驾驶称呼为自动驾驶，你也这么认为？
2022-01-16,下架吧，自动辅助驾驶或智能辅助驾驶不等同于自动驾驶
2022-01-16,只要都用自动驾驶，原则上就没啥车祸了
2022-01-16,极狐 介于L3 和L4之间
2022-01-16,工程伦理呗
2022-01-16,汽车必须遵循法规，让速不让道。不然就是自动驾驶开发人员以故意杀人罪处理！
2022-01-16,如果交通规划本身不合理不科学怎么办呢？
2022-01-16,或许会高一纳米，但自动驾驶难点不在于这个
2022-01-16,油车智能化可不差吧
2022-01-16,新能源最多就是好控制车辆，但这不是自动驾驶的难点。新能源和科技智能化没有关系
2022-01-24,人工驾驶车遇到这样的问题，怎么办呢？
2022-01-24,什么破节目
2022-01-24,电车难题能难住电车吗？
2022-01-24,最优解;牺牲当前车内人员
2022-01-24,飞虎是啥
2022-01-24,机器人比那些没素质的司机好多了
2022-01-24,有点扯，自动驾驶和驱动方式有啥必然联系？
2022-01-24,驾驶辅助系统不等于自动驾驶
2022-01-24,你们真的是专业的媒体么 我笑了
2022-01-24,自动驾驶都没刹车吗
2022-01-24,前面几句就是屁话，吓唬谁？以为观众都不知道代码有权重比？安全大于一切，OK？
2022-01-24,懂车帝的视频质量开始向百家号看齐
2022-01-24,大家别急，华为来了
2022-01-24,一点都不严谨咯
2022-01-24,道路数据，危
2022-01-24,能不能说清楚，现在哪有自动驾驶，全是辅助驾驶
2022-01-24,太扯了，关了
2022-01-24,看好自动无人机，需要一定门槛
2022-01-24,还有谁
2022-01-24,这些都是碰撞前就推出系统好吧，让驾驶员接管了
2022-01-24,目前不是全自动驾驶，只是自动驾驶，是两个概念好吧
2022-01-24,鬼探头了解下
2022-01-24,非蠢即坏
2022-01-24,下架吧   这个视频
2022-01-24,因噎废食吗
2022-01-24,比亚迪汉？ 
2022-01-24,扯淡么。。。这
2022-01-24,自动驾驶的未来一定是所有的车辆都使用自动驾驶，人才是最不可控的
2022-01-24,这两句话有联系么？
2022-01-24,说的我能活到L5出来一样
2022-01-24,辅助驾驶是自动驾驶？
2022-01-24,更多离谱的车祸这话说的不对吧。。。
2022-01-24,做好了去世的准备
2022-01-24,撞校车，因为一般合格的校车都是比较坚固
2022-01-24,emmm 在未来“过渡期”需要买G55这类车 保安全了
2022-01-24,人家还有后台监视着，必要时刻可以远程遥控驾驶
2022-01-24,选择自己撞车，那我肯定不会买这辆车
